Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
1.12174666667,1.12685333333,1.11524333333,1.13335666667,1.11013666667,1.14496666667,1.09852666667
