Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
0.966813333333,0.972266666667,0.961706666667,0.977373333333,0.956253333333,0.987933333333,0.945693333333
