Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
1.28724666667,1.28879333333,1.27674333333,1.29929666667,1.27519666667,1.31134666667,1.26314666667
