Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
1.27570666667,1.28789333333,1.25366333333,1.30993666667,1.24147666667,1.34416666667,1.20724666667
