Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
1.11889333333,1.12455666667,1.10819666667,1.13525333333,1.10253333333,1.15161333333,1.08617333333
