Weekly Pivot Point,Resistance Level 1,Support Level 1,Resistance Level 2,Support Level 2,Resistance Level 3,Support Level 3
1.28647333333,1.28572666667,1.27519666667,1.29700333333,1.27594333333,1.30753333333,1.26541333333
